unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX398,22.9,25.3,0.582,54.5,63.7,0.005,2.87,98.8,21.8,14.6,6.3,7.5,0.17,919.9,29.8,77.1,46.2,normal,75.6,1
TX398,22.9,18.7,0.753,54.6,68.6,0.009,2.92,131.7,14.6,9.3,12.2,1.0,1.23,877.0,23.8,66.6,46.4,normal,78.5,1
TX399,11.3,16.0,0.788,53.2,68.2,0.008,0.73,140.3,16.2,6.9,0.4,4.4,1.32,399.6,8.3,25.1,62.9,normal,90.6,0
TX399,11.3,26.7,0.856,66.4,83.6,0.055,-4.8,146.4,11.4,3.7,2.6,2.9,0.02,552.6,19.6,25.5,58.6,normal,86.9,0
TX132,8.6,24.4,0.606,54.6,64.5,0.005,-2.94,107.7,41.6,197.8,34.0,249.2,4.07,547.7,9.2,69.1,54.0,T2,77.3,1
TX332,5.0,33.0,0.984,77.5,98.9,0.31,-2.26,173.0,10.9,6.2,8.9,1.0,0.1,331.4,10.3,117.8,49.8,normal,88.9,0
TX334,40.1,33.0,0.866,73.1,90.5,0.123,-1.54,156.9,2026.5,638.2,295.9,869.3,1346.97,1180.8,36.1,1040.5,33.2,D1,31.4,3
TX219,19.4,25.9,0.679,58.9,70.7,0.011,-3.78,119.9,318.6,646.9,627.5,184.5,25.74,1041.2,23.4,38.8,37.1,T1,47.2,3
TX200,15.6,23.6,0.648,55.4,66.4,0.007,-0.07,114.1,344.3,561.4,77.2,2546.7,24.11,1077.0,24.9,33.8,42.4,T3,52.0,2
TX330,22.5,21.3,0.337,40.1,44.0,0.0,-0.22,57.8,25.2,9.3,11.3,6.6,1.22,803.1,22.9,19.8,47.1,normal,81.6,1
TX369,23.8,21.6,1.088,69.7,94.9,0.2,1.34,197.7,21.0,4.1,13.6,2.4,1.55,888.3,24.5,25.2,60.6,normal,81.9,1
TX383,34.3,23.5,0.575,52.4,61.5,0.003,-0.99,100.9,322.0,997.1,637.1,151.4,12.77,1395.2,35.1,33.7,37.2,T1,41.2,3
TX069,8.6,13.4,0.757,49.4,63.5,0.004,0.94,131.1,14.1,1.2,4.0,5.3,0.47,391.8,18.4,97.5,56.6,normal,85.3,0
TX024,31.0,39.7,0.684,72.8,84.8,0.064,1.31,125.1,293.8,566.2,509.9,154.8,8.91,1229.7,27.0,0.0,44.9,T1,52.7,2
TX094,22.5,34.4,0.743,69.9,83.6,0.055,-2.11,135.6,100.0,256.8,229.3,818.8,14.88,955.9,28.2,34.5,45.1,T2,56.8,2
TX264,36.1,17.1,0.912,58.9,77.9,0.028,1.17,159.7,16.0,19.9,14.1,3.9,0.37,1109.8,30.3,34.7,55.2,normal,76.2,1
TX177,32.3,28.0,0.907,69.6,88.4,0.097,-0.44,156.0,241.7,300.7,89.4,1639.9,45.17,1111.6,28.9,46.1,34.5,T3,49.6,3
TX037,29.1,25.4,0.738,60.7,74.2,0.018,1.61,136.2,26.2,10.2,11.4,9.2,0.51,921.3,20.2,12.5,43.6,normal,80.1,1
TX175,23.8,14.2,0.907,55.8,74.7,0.019,1.36,170.5,27.8,18.8,11.9,0.8,0.67,1032.1,18.6,121.0,51.0,normal,81.0,1
TX340,46.2,31.9,0.76,68.0,82.2,0.047,2.67,140.7,336.6,924.0,545.1,269.6,12.5,1681.2,42.8,132.9,34.7,T1,34.5,3
TX314,7.5,40.0,0.576,68.9,78.0,0.028,-0.44,100.5,10.1,4.4,3.1,4.4,0.55,462.2,9.9,26.3,57.7,normal,91.5,0
TX307,25.0,12.6,0.488,38.0,45.0,0.0,0.61,81.8,543.1,164.7,63.0,164.6,211.55,658.5,36.5,330.6,50.0,D1,54.1,2
TX161,22.5,34.6,0.608,64.8,74.7,0.019,-5.14,102.8,13.9,12.7,3.6,4.7,2.09,824.2,26.4,45.2,57.5,normal,80.2,1
TX379,9.3,22.4,1.071,69.9,94.5,0.191,0.3,188.5,65.1,133.6,156.6,534.4,10.57,532.6,12.2,19.7,51.1,T2,69.2,2
TX384,37.2,18.6,0.653,50.6,61.8,0.004,-2.2,109.9,23.7,6.7,14.8,11.7,0.68,1225.5,26.9,189.7,40.2,normal,68.4,2
TX225,6.1,20.6,1.042,67.1,90.6,0.124,-3.78,180.6,8.4,7.9,4.8,1.1,0.36,443.5,17.1,14.2,58.6,normal,90.2,0
TX068,24.8,18.0,0.79,55.3,70.4,0.011,-0.5,139.4,13.4,8.2,4.0,9.6,2.09,914.1,30.5,375.7,49.9,normal,73.8,1
TX335,8.8,34.9,0.457,59.0,65.3,0.006,0.02,76.9,2.1,3.5,4.6,1.6,1.19,546.5,14.9,54.4,60.8,normal,87.9,0
TX266,16.6,25.4,0.857,65.2,82.4,0.048,-0.69,145.1,309.8,535.7,321.7,817.0,0.04,1077.8,26.1,18.3,46.3,T2,53.3,2
TX136,14.0,21.9,0.746,57.4,71.2,0.012,-1.88,128.6,4.9,3.2,4.2,6.7,0.19,539.6,21.6,108.4,63.5,normal,82.7,1
TX314,7.5,9.7,1.131,59.4,86.2,0.074,3.88,199.8,10.7,6.3,5.6,3.9,0.64,329.1,16.4,0.0,61.9,normal,85.8,0
TX163,21.9,31.1,0.746,66.7,80.5,0.038,0.93,132.8,19.6,2.7,3.0,6.2,1.02,831.7,18.9,32.6,59.6,normal,84.1,1
TX320,18.3,19.0,0.933,61.5,81.2,0.042,-1.37,159.6,19.8,16.6,4.9,6.3,2.76,769.2,13.2,56.8,48.9,normal,85.1,0
TX068,24.8,23.0,1.135,72.8,99.7,0.34,-3.21,194.5,306.8,773.9,361.3,270.1,11.1,1154.5,26.4,37.4,53.9,T1,53.0,2
TX051,10.3,18.2,0.898,59.5,78.0,0.028,-1.18,152.9,8.0,9.5,6.0,1.3,1.15,338.3,15.8,8.6,55.6,normal,90.8,0
TX110,13.6,41.1,0.492,66.6,73.7,0.017,0.94,88.9,14.3,8.7,6.9,2.3,1.55,432.0,16.2,28.0,53.1,normal,87.4,0
TX221,24.9,23.5,0.714,57.9,70.8,0.011,0.59,122.0,21.5,11.1,3.4,0.0,0.79,992.1,23.0,0.0,54.9,normal,79.7,1
TX250,17.0,34.3,0.69,67.8,79.9,0.035,0.24,121.5,14.0,5.7,11.8,6.6,0.11,557.0,17.0,51.4,57.2,normal,85.2,0
TX302,11.6,19.2,0.849,58.7,75.6,0.021,0.22,155.9,9.6,3.9,1.2,4.2,0.34,474.5,11.2,63.0,56.9,normal,88.4,0
